Jurisdiction,Value,Race/ ethnicity,Year,Measure
Somerset,10.2,All races/ ethnicities (aggregated),2016,Babies with low birth weight
Talbot,7.6,All races/ ethnicities (aggregated),2016,Babies with low birth weight
Washington,9.4,All races/ ethnicities (aggregated),2016,Babies with low birth weight
Wicomico,9,All races/ ethnicities (aggregated),2016,Babies with low birth weight
Worcester,6,All races/ ethnicities (aggregated),2016,Babies with low birth weight
State,12.1,Black Non-Hispanic,2016,Babies with low birth weight
Allegany,,Black Non-Hispanic,2016,Babies with low birth weight
Anne Arundel,11.7,Black Non-Hispanic,2016,Babies with low birth weight
Baltimore City,14.9,Black Non-Hispanic,2016,Babies with low birth weight
Baltimore County,12.3,Black Non-Hispanic,2016,Babies with low birth weight
Calvert,15.7,Black Non-Hispanic,2016,Babies with low birth weight
Caroline,9.7,Black Non-Hispanic,2016,Babies with low birth weight
Carroll,,Black Non-Hispanic,2016,Babies with low birth weight
Cecil,12.9,Black Non-Hispanic,2016,Babies with low birth weight
Charles,12,Black Non-Hispanic,2016,Babies with low birth weight
Dorchester,14.5,Black Non-Hispanic,2016,Babies with low birth weight
Frederick,9.6,Black Non-Hispanic,2016,Babies with low birth weight
Garrett,,Black Non-Hispanic,2016,Babies with low birth weight
Harford,12.1,Black Non-Hispanic,2016,Babies with low birth weight
Howard,9.3,Black Non-Hispanic,2016,Babies with low birth weight
Kent,14.3,Black Non-Hispanic,2016,Babies with low birth weight
Montgomery,9.3,Black Non-Hispanic,2016,Babies with low birth weight
Prince George's,11.6,Black Non-Hispanic,2016,Babies with low birth weight
Queen Anne's,,Black Non-Hispanic,2016,Babies with low birth weight
Saint Mary's,11.3,Black Non-Hispanic,2016,Babies with low birth weight
Somerset,9.6,Black Non-Hispanic,2016,Babies with low birth weight
Talbot,13.3,Black Non-Hispanic,2016,Babies with low birth weight
Washington,14.5,Black Non-Hispanic,2016,Babies with low birth weight
Wicomico,12.8,Black Non-Hispanic,2016,Babies with low birth weight
Worcester,9.1,Black Non-Hispanic,2016,Babies with low birth weight
State,7,Hispanic,2016,Babies with low birth weight
Allegany,,Hispanic,2016,Babies with low birth weight
Anne Arundel,6.2,Hispanic,2016,Babies with low birth weight
Baltimore City,6.7,Hispanic,2016,Babies with low birth weight
Baltimore County,8.5,Hispanic,2016,Babies with low birth weight
Calvert,,Hispanic,2016,Babies with low birth weight
Caroline,,Hispanic,2016,Babies with low birth weight
Carroll,,Hispanic,2016,Babies with low birth weight
Cecil,12.9,Hispanic,2016,Babies with low birth weight
Charles,5.4,Hispanic,2016,Babies with low birth weight
Dorchester,,Hispanic,2016,Babies with low birth weight
Frederick,6.3,Hispanic,2016,Babies with low birth weight
Garrett,,Hispanic,2016,Babies with low birth weight
Harford,7.5,Hispanic,2016,Babies with low birth weight
Howard,7.5,Hispanic,2016,Babies with low birth weight
Kent,,Hispanic,2016,Babies with low birth weight
Montgomery,7.1,Hispanic,2016,Babies with low birth weight
Prince George's,7.1,Hispanic,2016,Babies with low birth weight
Queen Anne's,,Hispanic,2016,Babies with low birth weight
Saint Mary's,,Hispanic,2016,Babies with low birth weight
Somerset,,Hispanic,2016,Babies with low birth weight
Talbot,8.7,Hispanic,2016,Babies with low birth weight
Washington,4.6,Hispanic,2016,Babies with low birth weight
Wicomico,13.4,Hispanic,2016,Babies with low birth weight
Worcester,,Hispanic,2016,Babies with low birth weight
State,6.6,White Non-Hispanic,2016,Babies with low birth weight
Allegany,8.3,White Non-Hispanic,2016,Babies with low birth weight
Anne Arundel,6.2,White Non-Hispanic,2016,Babies with low birth weight
Baltimore City,6.5,White Non-Hispanic,2016,Babies with low birth weight
Baltimore County,6.6,White Non-Hispanic,2016,Babies with low birth weight
Calvert,4.1,White Non-Hispanic,2016,Babies with low birth weight
Caroline,5.1,White Non-Hispanic,2016,Babies with low birth weight
Carroll,7.2,White Non-Hispanic,2016,Babies with low birth weight
Cecil,7,White Non-Hispanic,2016,Babies with low birth weight
Charles,8.5,White Non-Hispanic,2016,Babies with low birth weight
Dorchester,8.2,White Non-Hispanic,2016,Babies with low birth weight
Frederick,5,White Non-Hispanic,2016,Babies with low birth weight
Garrett,10.1,White Non-Hispanic,2016,Babies with low birth weight
Harford,6.4,White Non-Hispanic,2016,Babies with low birth weight
Howard,6.9,White Non-Hispanic,2016,Babies with low birth weight
Kent,5.9,White Non-Hispanic,2016,Babies with low birth weight
Montgomery,6.1,White Non-Hispanic,2016,Babies with low birth weight
Prince George's,7.2,White Non-Hispanic,2016,Babies with low birth weight
Queen Anne's,8.7,White Non-Hispanic,2016,Babies with low birth weight
Saint Mary's,5.6,White Non-Hispanic,2016,Babies with low birth weight
Somerset,11.4,White Non-Hispanic,2016,Babies with low birth weight
Talbot,4.9,White Non-Hispanic,2016,Babies with low birth weight
Washington,9,White Non-Hispanic,2016,Babies with low birth weight
Wicomico,5.5,White Non-Hispanic,2016,Babies with low birth weight
Worcester,5.7,White Non-Hispanic,2016,Babies with low birth weight
State,3.8,Asian/ Pacific Islander (Hispanic & Non-Hispanic),2016,Babies with low birth weight
Allegany,,Asian/ Pacific Islander (Hispanic & Non-Hispanic),2016,Babies with low birth weight
Anne Arundel,3.8,Asian/ Pacific Islander (Hispanic & Non-Hispanic),2016,Babies with low birth weight
Baltimore City,2.2,Asian/ Pacific Islander (Hispanic & Non-Hispanic),2016,Babies with low birth weight
Baltimore County,6.8,Asian/ Pacific Islander (Hispanic & Non-Hispanic),2016,Babies with low birth weight
Calvert,19.4,Asian/ Pacific Islander (Hispanic & Non-Hispanic),2016,Babies with low birth weight
Caroline,,Asian/ Pacific Islander (Hispanic & Non-Hispanic),2016,Babies with low birth weight
Carroll,,Asian/ Pacific Islander (Hispanic & Non-Hispanic),2016,Babies with low birth weight
Cecil,,Asian/ Pacific Islander (Hispanic & Non-Hispanic),2016,Babies with low birth weight
Charles,5.4,Asian/ Pacific Islander (Hispanic & Non-Hispanic),2016,Babies with low birth weight
Dorchester,,Asian/ Pacific Islander (Hispanic & Non-Hispanic),2016,Babies with low birth weight
Frederick,3.5,Asian/ Pacific Islander (Hispanic & Non-Hispanic),2016,Babies with low birth weight
Garrett,,Asian/ Pacific Islander (Hispanic & Non-Hispanic),2016,Babies with low birth weight
Harford,5.5,Asian/ Pacific Islander (Hispanic & Non-Hispanic),2016,Babies with low birth weight
Howard,24.2,Asian/ Pacific Islander (Hispanic & Non-Hispanic),2016,Babies with low birth weight
Kent,,Asian/ Pacific Islander (Hispanic & Non-Hispanic),2016,Babies with low birth weight
Montgomery,3.9,Asian/ Pacific Islander (Hispanic & Non-Hispanic),2016,Babies with low birth weight
Prince George's,1.2,Asian/ Pacific Islander (Hispanic & Non-Hispanic),2016,Babies with low birth weight
Queen Anne's,,Asian/ Pacific Islander (Hispanic & Non-Hispanic),2016,Babies with low birth weight
Saint Mary's,,Asian/ Pacific Islander (Hispanic & Non-Hispanic),2016,Babies with low birth weight
Somerset,,Asian/ Pacific Islander (Hispanic & Non-Hispanic),2016,Babies with low birth weight
Talbot,,Asian/ Pacific Islander (Hispanic & Non-Hispanic),2016,Babies with low birth weight
Washington,0,Asian/ Pacific Islander (Hispanic & Non-Hispanic),2016,Babies with low birth weight
Wicomico,,Asian/ Pacific Islander (Hispanic & Non-Hispanic),2016,Babies with low birth weight
Worcester,,Asian/ Pacific Islander (Hispanic & Non-Hispanic),2016,Babies with low birth weight
State,8.6,All races/ ethnicities (aggregated),2015,Babies with low birth weight
Allegany,9.8,All races/ ethnicities (aggregated),2015,Babies with low birth weight
Anne Arundel,7.8,All races/ ethnicities (aggregated),2015,Babies with low birth weight
Baltimore City,12.3,All races/ ethnicities (aggregated),2015,Babies with low birth weight
Baltimore County,9,All races/ ethnicities (aggregated),2015,Babies with low birth weight
Calvert,5.3,All races/ ethnicities (aggregated),2015,Babies with low birth weight
Caroline,8.7,All races/ ethnicities (aggregated),2015,Babies with low birth weight
Carroll,5.9,All races/ ethnicities (aggregated),2015,Babies with low birth weight
Cecil,8.9,All races/ ethnicities (aggregated),2015,Babies with low birth weight
Charles,9,All races/ ethnicities (aggregated),2015,Babies with low birth weight
Dorchester,11.3,All races/ ethnicities (aggregated),2015,Babies with low birth weight
Frederick,7.4,All races/ ethnicities (aggregated),2015,Babies with low birth weight
Garrett,8.2,All races/ ethnicities (aggregated),2015,Babies with low birth weight
Harford,7.1,All races/ ethnicities (aggregated),2015,Babies with low birth weight
Howard,8.1,All races/ ethnicities (aggregated),2015,Babies with low birth weight
Kent,10.8,All races/ ethnicities (aggregated),2015,Babies with low birth weight
Montgomery,7.1,All races/ ethnicities (aggregated),2015,Babies with low birth weight
Prince George's,9.1,All races/ ethnicities (aggregated),2015,Babies with low birth weight
Queen Anne's,6.7,All races/ ethnicities (aggregated),2015,Babies with low birth weight
Saint Mary's,5.1,All races/ ethnicities (aggregated),2015,Babies with low birth weight
Somerset,6.2,All races/ ethnicities (aggregated),2015,Babies with low birth weight
Talbot,4.3,All races/ ethnicities (aggregated),2015,Babies with low birth weight
Washington,9.5,All races/ ethnicities (aggregated),2015,Babies with low birth weight
Wicomico,9.1,All races/ ethnicities (aggregated),2015,Babies with low birth weight
Worcester,9.2,All races/ ethnicities (aggregated),2015,Babies with low birth weight
State,11.9,Black Non-Hispanic,2015,Babies with low birth weight
Allegany,,Black Non-Hispanic,2015,Babies with low birth weight
Anne Arundel,12.6,Black Non-Hispanic,2015,Babies with low birth weight
Baltimore City,14.7,Black Non-Hispanic,2015,Babies with low birth weight
Baltimore County,11.7,Black Non-Hispanic,2015,Babies with low birth weight
Calvert,10.3,Black Non-Hispanic,2015,Babies with low birth weight
Caroline,14.3,Black Non-Hispanic,2015,Babies with low birth weight
Carroll,,Black Non-Hispanic,2015,Babies with low birth weight
Cecil,10.3,Black Non-Hispanic,2015,Babies with low birth weight
Charles,10.3,Black Non-Hispanic,2015,Babies with low birth weight
Dorchester,20.1,Black Non-Hispanic,2015,Babies with low birth weight
Frederick,13.4,Black Non-Hispanic,2015,Babies with low birth weight
Garrett,,Black Non-Hispanic,2015,Babies with low birth weight
Harford,10.9,Black Non-Hispanic,2015,Babies with low birth weight
Howard,12.1,Black Non-Hispanic,2015,Babies with low birth weight
Kent,25.6,Black Non-Hispanic,2015,Babies with low birth weight
Montgomery,8.8,Black Non-Hispanic,2015,Babies with low birth weight
Prince George's,10.7,Black Non-Hispanic,2015,Babies with low birth weight
Queen Anne's,,Black Non-Hispanic,2015,Babies with low birth weight
Saint Mary's,10.4,Black Non-Hispanic,2015,Babies with low birth weight
Somerset,8,Black Non-Hispanic,2015,Babies with low birth weight
Talbot,,Black Non-Hispanic,2015,Babies with low birth weight
Washington,16.3,Black Non-Hispanic,2015,Babies with low birth weight
Wicomico,14.1,Black Non-Hispanic,2015,Babies with low birth weight
Worcester,20.2,Black Non-Hispanic,2015,Babies with low birth weight
State,7.2,Hispanic,2015,Babies with low birth weight
Allegany,,Hispanic,2015,Babies with low birth weight
Anne Arundel,7.2,Hispanic,2015,Babies with low birth weight
Baltimore City,7.8,Hispanic,2015,Babies with low birth weight
Baltimore County,7.3,Hispanic,2015,Babies with low birth weight
Calvert,,Hispanic,2015,Babies with low birth weight
Caroline,,Hispanic,2015,Babies with low birth weight
Carroll,,Hispanic,2015,Babies with low birth weight
Cecil,9.8,Hispanic,2015,Babies with low birth weight
Charles,11.2,Hispanic,2015,Babies with low birth weight
Dorchester,,Hispanic,2015,Babies with low birth weight
Frederick,7.4,Hispanic,2015,Babies with low birth weight
Garrett,,Hispanic,2015,Babies with low birth weight
Harford,4.1,Hispanic,2015,Babies with low birth weight
Howard,5.4,Hispanic,2015,Babies with low birth weight
Kent,,Hispanic,2015,Babies with low birth weight
Montgomery,7.3,Hispanic,2015,Babies with low birth weight
Prince George's,7.2,Hispanic,2015,Babies with low birth weight
Queen Anne's,,Hispanic,2015,Babies with low birth weight
Saint Mary's,,Hispanic,2015,Babies with low birth weight
Somerset,,Hispanic,2015,Babies with low birth weight
Talbot,,Hispanic,2015,Babies with low birth weight
Washington,7.3,Hispanic,2015,Babies with low birth weight
Wicomico,6.2,Hispanic,2015,Babies with low birth weight
Worcester,,Hispanic,2015,Babies with low birth weight
State,6.7,White Non-Hispanic,2015,Babies with low birth weight
Allegany,10,White Non-Hispanic,2015,Babies with low birth weight
Anne Arundel,6.4,White Non-Hispanic,2015,Babies with low birth weight
Baltimore City,8.6,White Non-Hispanic,2015,Babies with low birth weight
Baltimore County,7.4,White Non-Hispanic,2015,Babies with low birth weight
Calvert,4.8,White Non-Hispanic,2015,Babies with low birth weight
Caroline,8.5,White Non-Hispanic,2015,Babies with low birth weight
Carroll,6.1,White Non-Hispanic,2015,Babies with low birth weight
Cecil,8.6,White Non-Hispanic,2015,Babies with low birth weight
Charles,6.9,White Non-Hispanic,2015,Babies with low birth weight
Dorchester,6.2,White Non-Hispanic,2015,Babies with low birth weight
Frederick,6.4,White Non-Hispanic,2015,Babies with low birth weight
Garrett,8.4,White Non-Hispanic,2015,Babies with low birth weight
Harford,6.2,White Non-Hispanic,2015,Babies with low birth weight
Howard,6.5,White Non-Hispanic,2015,Babies with low birth weight
Kent,6.2,White Non-Hispanic,2015,Babies with low birth weight
Montgomery,5.7,White Non-Hispanic,2015,Babies with low birth weight
Prince George's,6.5,White Non-Hispanic,2015,Babies with low birth weight
Queen Anne's,6,White Non-Hispanic,2015,Babies with low birth weight
Saint Mary's,4.3,White Non-Hispanic,2015,Babies with low birth weight
Somerset,4.5,White Non-Hispanic,2015,Babies with low birth weight
Talbot,4.1,White Non-Hispanic,2015,Babies with low birth weight
Washington,8.3,White Non-Hispanic,2015,Babies with low birth weight
Wicomico,6.5,White Non-Hispanic,2015,Babies with low birth weight
Worcester,6.5,White Non-Hispanic,2015,Babies with low birth weight
State,4,Asian/ Pacific Islander (Hispanic & Non-Hispanic),2015,Babies with low birth weight
Allegany,,Asian/ Pacific Islander (Hispanic & Non-Hispanic),2015,Babies with low birth weight
Anne Arundel,4.7,Asian/ Pacific Islander (Hispanic & Non-Hispanic),2015,Babies with low birth weight
Baltimore City,3.8,Asian/ Pacific Islander (Hispanic & Non-Hispanic),2015,Babies with low birth weight
Baltimore County,8,Asian/ Pacific Islander (Hispanic & Non-Hispanic),2015,Babies with low birth weight
Calvert,,Asian/ Pacific Islander (Hispanic & Non-Hispanic),2015,Babies with low birth weight
Caroline,,Asian/ Pacific Islander (Hispanic & Non-Hispanic),2015,Babies with low birth weight
Carroll,,Asian/ Pacific Islander (Hispanic & Non-Hispanic),2015,Babies with low birth weight
Cecil,,Asian/ Pacific Islander (Hispanic & Non-Hispanic),2015,Babies with low birth weight
Charles,5.6,Asian/ Pacific Islander (Hispanic & Non-Hispanic),2015,Babies with low birth weight
Dorchester,,Asian/ Pacific Islander (Hispanic & Non-Hispanic),2015,Babies with low birth weight
Frederick,3.1,Asian/ Pacific Islander (Hispanic & Non-Hispanic),2015,Babies with low birth weight
Garrett,,Asian/ Pacific Islander (Hispanic & Non-Hispanic),2015,Babies with low birth weight
Harford,9,Asian/ Pacific Islander (Hispanic & Non-Hispanic),2015,Babies with low birth weight
Howard,20.2,Asian/ Pacific Islander (Hispanic & Non-Hispanic),2015,Babies with low birth weight
Kent,,Asian/ Pacific Islander (Hispanic & Non-Hispanic),2015,Babies with low birth weight
Montgomery,4.1,Asian/ Pacific Islander (Hispanic & Non-Hispanic),2015,Babies with low birth weight
Prince George's,1,Asian/ Pacific Islander (Hispanic & Non-Hispanic),2015,Babies with low birth weight
Queen Anne's,,Asian/ Pacific Islander (Hispanic & Non-Hispanic),2015,Babies with low birth weight
Saint Mary's,,Asian/ Pacific Islander (Hispanic & Non-Hispanic),2015,Babies with low birth weight
Somerset,,Asian/ Pacific Islander (Hispanic & Non-Hispanic),2015,Babies with low birth weight
Talbot,,Asian/ Pacific Islander (Hispanic & Non-Hispanic),2015,Babies with low birth weight
Washington,4.1,Asian/ Pacific Islander (Hispanic & Non-Hispanic),2015,Babies with low birth weight
Wicomico,,Asian/ Pacific Islander (Hispanic & Non-Hispanic),2015,Babies with low birth weight
Worcester,,Asian/ Pacific Islander (Hispanic & Non-Hispanic),2015,Babies with low birth weight
State,8.6,All races/ ethnicities (aggregated),2014,Babies with low birth weight
Allegany,7.3,All races/ ethnicities (aggregated),2014,Babies with low birth weight
Anne Arundel,8.1,All races/ ethnicities (aggregated),2014,Babies with low birth weight
Baltimore City,11.5,All races/ ethnicities (aggregated),2014,Babies with low birth weight
Baltimore County,8.8,All races/ ethnicities (aggregated),2014,Babies with low birth weight
Calvert,7.1,All races/ ethnicities (aggregated),2014,Babies with low birth weight
Caroline,9.1,All races/ ethnicities (aggregated),2014,Babies with low birth weight
Carroll,6.2,All races/ ethnicities (aggregated),2014,Babies with low birth weight
Cecil,5.8,All races/ ethnicities (aggregated),2014,Babies with low birth weight
Charles,7.4,All races/ ethnicities (aggregated),2014,Babies with low birth weight
Dorchester,10.6,All races/ ethnicities (aggregated),2014,Babies with low birth weight
Frederick,7.5,All races/ ethnicities (aggregated),2014,Babies with low birth weight
Garrett,10.6,All races/ ethnicities (aggregated),2014,Babies with low birth weight
Harford,7.5,All races/ ethnicities (aggregated),2014,Babies with low birth weight
Howard,8,All races/ ethnicities (aggregated),2014,Babies with low birth weight
Kent,12.1,All races/ ethnicities (aggregated),2014,Babies with low birth weight
Montgomery,7.7,All races/ ethnicities (aggregated),2014,Babies with low birth weight
